"CustomerID","CLV","MonthlyPremium","LifetimeClaims","Last5YearsClaims","CoverageType","SalesChannel","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberOfComplaints","NumberOfPolicies","PolicyType","VehicleClass","VehicleSize","State","Location","Gender","EducationLevel","EmploymentStatus","MaritalStatus"
"YU80673",10213.563094,144,33.020268,16.510134,"Basic","Agent",9,69,4,3,"Personal Auto L3","Four-Door Car","Large","PA","Rural","Female","College","Disabled","Married"
"YU83697",7742.147614,220,1056,847.972375817098,"Basic","Agent",8,76,0,1,"Corporate Auto L2","SUV","Small","VA","Suburban","Female","Bachelor","Unemployed","Single"
"YU86361",38321.97988,478,2589.400846,2589.400846,"Extended","Agent",19,59,0,7,"Personal Auto L1","Luxury SUV","Midsize","NJ","Suburban","Female","Master","Employed","Divorced"
"YU86594",10666.076274,132,163.42115,81.710575,"Basic","Branch",10,95,0,3,"Personal Auto L3","Four-Door Car","Midsize","MD","Rural","Male","High School or Below","Employed","Married"
"YU90693",4963.684448,124,595.2,595.2,"Basic","Agent",26,10,0,1,"Personal Auto L1","Four-Door Car","Midsize","PA","Suburban","Female","High School or Below","Employed","Single"
"YV22553",17337.222522,228,746.856374,528.350122323292,"Basic","Agent",13,72,2,9,"Corporate Auto L3","SUV","Small","DE","Urban","Male","High School or Below","Employed","Married"
"YV23210",14844.372492,378,1814.4,1814.4,"Basic","Agent",0,47,0,1,"Personal Auto L1","Luxury Car","Small","MD","Suburban","Male","High School or Below","Employed","Married"
"YV40022",19615.659178,270,1940.913308,1940.913308,"Extended","Branch",18,48,0,4,"Personal Auto L3","Sports Car","Midsize","PA","Suburban","Female","College","Unemployed","Married"
"YV49293",35293.45544,122,218.583032,218.583032,"Basic","Branch",21,28,3,2,"Corporate Auto L3","Two-Door Car","Large","DE","Rural","Female","College","Employed","Single"
"YV55495",11488.45949,142,408.950294,408.950294,"Basic","Branch",11,40,0,6,"Personal Auto L1","Four-Door Car","Midsize","DE","Urban","Female","High School or Below","Employed","Married"
"YV63603",13357.798052,168,323.280104,323.280104,"Extended","Agent",5,11,0,5,"Personal Auto L1","Four-Door Car","Midsize","DE","Rural","Female","Bachelor","Employed","Married"
"YV64727",13384.287336,336,1612.8,1612.8,"Premium","Agent",28,49,0,1,"Corporate Auto L3","SUV","Midsize","NJ","Suburban","Male","High School or Below","Employed","Married"
"YV67971",9899.607644,124,148.701786,74.350893,"Basic","Agent",34,72,0,3,"Personal Auto L2","Four-Door Car","Midsize","PA","Rural","Female","High School or Below","Employed","Married"
"YV73432",46374.29148,132,633.6,423.344137192985,"Basic","Branch",7,79,1,2,"Personal Auto L3","Two-Door Car","Midsize","MD","Suburban","Male","College","Employed","Married"
"YV76240",21354.5077,268,1223.837988,1223.837988,"Extended","Call Center",22,56,0,9,"Corporate Auto L2","SUV","Large","MD","Urban","Female","College","Employed","Married"
"YV82597",21712.02978,180,45.51092,45.51092,"Extended","Agent",21,0,0,2,"Corporate Auto L2","Two-Door Car","Midsize","VA","Rural","Female","Doctor","Employed","Married"
"YV85096",10544.010158,130,352.575422,114.200233505824,"Basic","Branch",3,77,0,8,"Corporate Auto L2","Four-Door Car","Midsize","MD","Urban","Female","Bachelor","Employed","Married"
"YV88022",13378.045456,168,1198.001766,988.897319208978,"Extended","Agent",33,70,0,7,"Personal Auto L2","Two-Door Car","Midsize","NJ","Suburban","Male","High School or Below","Employed","Married"
"YV93784",17946.22181,222,848.849464,848.849464,"Basic","Branch",11,7,0,3,"Personal Auto L3","SUV","Midsize","DE","Urban","Female","Master","Employed","Married"
"YV93921",10459.483814,134,59.769074,59.769074,"Basic","Web",24,38,0,8,"Personal Auto L2","Four-Door Car","Midsize","PA","Rural","Male","Bachelor","Employed","Single"
"YV97407",17323.471768,218,1046.4,1046.4,"Basic","Agent",23,31,0,6,"Personal Auto L2","SUV","Midsize","PA","Suburban","Male","College","Employed","Single"
"YW11227",10650.789598,132,487.533084,265.939936633432,"Basic","Agent",34,84,0,4,"Personal Auto L3","Two-Door Car","Midsize","PA","Urban","Male","Bachelor","Employed","Married"
"YW26148",25984.55122,144,1036.8,812.50781859016,"Basic","Agent",8,61,0,2,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Female","High School or Below","Unemployed","Single"
"YW43854",13889.479984,136,979.2,979.2,"Basic","Branch",24,31,0,2,"Personal Auto L1","Four-Door Car","Midsize","NJ","Suburban","Male","High School or Below","Unemployed","Single"
"YW47108",22561.45282,192,1347.561608,1128.75321506736,"Extended","Agent",15,81,0,2,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","College","Employed","Married"
"YW60802",8234.74478,232,2603.592126,2379.53205213746,"Basic","Web",19,99,0,1,"Personal Auto L1","SUV","Small","MD","Suburban","Female","High School or Below","Unemployed","Single"
"YW72997",14393.442256,214,1540.8,1326.81191454956,"Basic","Web",22,96,0,4,"Personal Auto L2","SUV","Midsize","DE","Suburban","Male","High School or Below","Unemployed","Single"
"YW85018",5620.928894,142,681.6,681.6,"Basic","Agent",4,41,0,1,"Personal Auto L1","Two-Door Car","Midsize","VA","Suburban","Male","Bachelor","Employed","Married"
"YW88487",14914.689602,374,1795.2,1795.2,"Basic","Agent",6,49,0,1,"Personal Auto L2","Luxury SUV","Midsize","DE","Suburban","Female","College","Employed","Married"
"YW94562",9970.47845,126,604.8,604.8,"Basic","Web",13,3,1,7,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Female","College","Employed","Married"
"YW95322",7017.811622,176,1267.2,1042.32390602618,"Extended","Agent",15,81,0,1,"Personal Auto L1","Four-Door Car","Small","PA","Suburban","Male","Bachelor","Employed","Married"
"YX15941",32459.29782,278,1334.4,1334.4,"Extended","Call Center",25,29,1,2,"Corporate Auto L3","Sports Car","Midsize","MD","Suburban","Male","College","Employed","Married"
"YX23800",17183.209866,146,700.8,700.8,"Basic","Branch",27,38,0,2,"Personal Auto L3","Four-Door Car","Small","MD","Suburban","Male","Bachelor","Employed","Married"
"YX35990",10959.110162,136,652.8,652.8,"Basic","Branch",31,30,1,3,"Corporate Auto L2","Four-Door Car","Small","PA","Suburban","Male","Master","Employed","Married"
"YX36936",8549.237886,218,50.584226,50.584226,"Basic","Agent",4,23,1,1,"Corporate Auto L3","SUV","Midsize","DE","Rural","Male","College","Employed","Married"
"YX51934",9797.914662,122,463.032126,463.032126,"Basic","Call Center",10,14,0,5,"Personal Auto L2","Four-Door Car","Midsize","PA","Urban","Female","High School or Below","Employed","Married"
"YX54093",4435.328386,130,223.74423,12.58750969005,"Basic","Branch",11,69,0,1,"Personal Auto L2","Four-Door Car","Midsize","DE","Rural","Male","College","Unemployed","Divorced"
"YX67409",16117.319426,202,969.6,756.797399339652,"Basic","Call Center",5,86,0,9,"Personal Auto L2","SUV","Midsize","PA","Suburban","Male","Bachelor","Employed","Married"
"YX72707",10006.673328,132,890.39738,890.39738,"Basic","Agent",12,20,1,4,"Personal Auto L3","Four-Door Car","Small","MD","Suburban","Female","Doctor","Unemployed","Married"
"YX84828",10159.660812,136,652.8,420.802192362061,"Basic","Agent",6,95,0,5,"Personal Auto L3","Two-Door Car","Small","MD","Suburban","Female","Bachelor","Unemployed","Married"
"YX89016",69862.00342,590,2832,2832,"Premium","Web",14,46,0,2,"Personal Auto L3","Luxury Car","Small","MD","Suburban","Male","College","Employed","Married"
"YX90754",17079.653846,142,678.799186,678.799186,"Basic","Branch",7,1,0,2,"Personal Auto L2","Two-Door Car","Midsize","VA","Urban","Female","High School or Below","Employed","Married"
"YX91403",5819.095426,144,227.61175,227.61175,"Basic","Branch",24,36,0,1,"Personal Auto L3","Four-Door Car","Midsize","DE","Rural","Female","High School or Below","Employed","Single"
"YX96463",11853.961924,148,710.4,710.4,"Basic","Call Center",26,42,0,9,"Corporate Auto L2","Four-Door Car","Small","MD","Suburban","Female","Bachelor","Employed","Married"
"YX99200",24700.11648,206,588.116898,588.116898,"Premium","Branch",13,46,0,2,"Personal Auto L3","Two-Door Car","Midsize","VA","Urban","Male","Bachelor","Employed","Married"
"YY11432",33030.01854,276,318.008522,318.008522,"Extended","Agent",9,16,1,2,"Personal Auto L3","SUV","Midsize","MD","Rural","Female","High School or Below","Employed","Married"
"YY12812",16777.434022,138,236.93655,29.7473190326488,"Basic","Agent",13,87,0,2,"Corporate Auto L3","Four-Door Car","Large","VA","Rural","Female","Bachelor","Employed","Married"
"YY16391",23672.59398,238,1713.6,1490.6747345849,"Premium","Call Center",9,74,0,2,"Personal Auto L2","Four-Door Car","Midsize","MD","Suburban","Male","College","Unemployed","Single"
"YY27420",21015.38992,184,1032.177088,1032.177088,"Extended","Agent",13,9,0,2,"Personal Auto L1","Four-Door Car","Midsize","DE","Suburban","Male","Bachelor","Medical Leave","Married"
"YY29772",5450.645898,138,904.543542,691.467645546512,"Basic","Agent",35,85,1,1,"Personal Auto L2","Four-Door Car","Midsize","DE","Suburban","Female","High School or Below","Employed","Married"
"YY46839",16964.913542,212,1526.4,1526.4,"Premium","Agent",29,45,0,9,"Corporate Auto L2","Two-Door Car","Midsize","NJ","Suburban","Female","High School or Below","Employed","Married"
"YY58769",5140.324268,134,643.2,643.2,"Basic","Call Center",6,1,3,1,"Personal Auto L3","Four-Door Car","Small","DE","Suburban","Male","Bachelor","Employed","Married"
"YY63521",12094.05032,152,729.6,729.6,"Extended","Branch",15,60,1,4,"Personal Auto L2","Four-Door Car","Midsize","DE","Suburban","Male","College","Employed","Married"
"YY71144",17434.099666,148,710.4,490.461116017551,"Basic","Agent",22,94,3,2,"Personal Auto L1","Four-Door Car","Large","MD","Suburban","Male","College","Employed","Married"
"YY74036",4928.476122,130,183.882518,91.941259,"Basic","Call Center",12,81,3,1,"Corporate Auto L3","Four-Door Car","Midsize","PA","Rural","Male","College","Employed","Divorced"
"YZ19736",5161.699798,132,633.6,633.6,"Basic","Web",13,59,0,1,"Personal Auto L2","Four-Door Car","Midsize","DE","Suburban","Male","College","Employed","Married"
"YZ36062",13058.863654,134,867.176362,867.176362,"Basic","Branch",3,30,2,2,"Corporate Auto L3","Four-Door Car","Midsize","MD","Suburban","Male","Bachelor","Medical Leave","Single"
"YZ38778",7658.18129,190,1353.317822,1353.317822,"Extended","Web",18,35,0,1,"Personal Auto L1","Four-Door Car","Small","MD","Suburban","Male","Master","Employed","Divorced"
"YZ56105",12819.254922,198,1425.6,1425.6,"Extended","Branch",14,48,2,9,"Personal Auto L1","Two-Door Car","Midsize","PA","Suburban","Female","High School or Below","Unemployed","Single"
"YZ60434",10760.183252,148,118.052604,118.052604,"Basic","Web",19,41,0,8,"Personal Auto L2","Four-Door Car","Midsize","MD","Rural","Male","Master","Unemployed","Divorced"
"YZ67161",26048.26024,250,1800,1586.46233272445,"Extended","Agent",6,61,0,2,"Personal Auto L1","SUV","Small","MD","Suburban","Male","Master","Unemployed","Single"
"YZ77792",9260.726574,128,921.6,921.6,"Basic","Agent",3,59,0,4,"Personal Auto L3","Four-Door Car","Small","NJ","Suburban","Female","High School or Below","Unemployed","Single"
"YZ79232",9552.373054,134,630.430658,630.430658,"Basic","Web",10,38,0,9,"Personal Auto L3","Four-Door Car","Midsize","MD","Urban","Male","Master","Unemployed","Single"
"ZA30025",8110.798252,242,2431.940226,2431.940226,"Extended","Call Center",2,18,0,1,"Personal Auto L1","SUV","Midsize","DE","Suburban","Male","Bachelor","Unemployed","Single"
"ZA34848",10411.496376,132,633.6,633.6,"Basic","Agent",26,0,0,3,"Personal Auto L3","Two-Door Car","Midsize","DE","Suburban","Female","Bachelor","Employed","Divorced"
"ZA37110",9398.06827,258,583.488408,367.873764584322,"Extended","Web",14,93,2,1,"Personal Auto L3","SUV","Midsize","VA","Rural","Female","Bachelor","Unemployed","Married"
"ZA44520",19243.45238,242,1161.6,1161.6,"Extended","Agent",9,50,0,3,"Personal Auto L3","SUV","Large","DE","Suburban","Female","High School or Below","Employed","Married"
"ZA45956",27472.265,362,2522.639738,2311.51648972991,"Premium","Web",22,79,0,8,"Personal Auto L2","SUV","Midsize","PA","Suburban","Female","Master","Disabled","Divorced"
"ZA60820",4818.00619,134,964.8,740.829209264942,"Basic","Call Center",7,72,0,1,"Personal Auto L2","Two-Door Car","Midsize","PA","Suburban","Male","High School or Below","Unemployed","Single"
"ZA64638",19529.890616,196,1411.2,1411.2,"Extended","Web",24,11,1,2,"Personal Auto L2","Four-Door Car","Small","VA","Suburban","Female","High School or Below","Unemployed","Single"
"ZA83961",25364.50138,160,768,768,"Extended","Call Center",0,13,1,2,"Corporate Auto L2","Four-Door Car","Midsize","NJ","Suburban","Male","High School or Below","Employed","Single"
"ZB23962",15905.673746,236,1699.2,1486.12595680008,"Basic","Call Center",0,67,0,8,"Personal Auto L3","SUV","Midsize","MD","Suburban","Male","High School or Below","Unemployed","Single"
"ZB32409",4484.45211,134,1236.711766,1004.69975737106,"Basic","Agent",15,75,3,1,"Personal Auto L1","Four-Door Car","Midsize","PA","Suburban","Female","Bachelor","Unemployed","Single"
"ZB40259",10960.140452,138,29.625616,29.625616,"Basic","Web",8,38,0,9,"Corporate Auto L3","Four-Door Car","Midsize","PA","Rural","Male","Doctor","Employed","Divorced"
"ZB50601",10323.579762,140,938.983074,938.983074,"Basic","Web",6,24,0,6,"Personal Auto L3","Four-Door Car","Midsize","VA","Suburban","Male","College","Unemployed","Married"
"ZB54635",5049.293946,136,773.954542,559.800836763677,"Basic","Agent",11,81,3,1,"Personal Auto L1","Two-Door Car","Small","PA","Suburban","Female","Bachelor","Unemployed","Married"
"ZB62469",4323.371054,134,964.8,757.423195879048,"Basic","Call Center",33,75,2,1,"Corporate Auto L3","Two-Door Car","Midsize","PA","Suburban","Male","High School or Below","Unemployed","Single"
"ZB69355",8165.409168,214,1027.2,1027.2,"Basic","Call Center",31,60,0,1,"Personal Auto L3","Sports Car","Large","MD","Suburban","Female","Bachelor","Medical Leave","Married"
"ZB71094",7068.675618,186,892.8,892.8,"Extended","Agent",27,21,0,1,"Corporate Auto L1","Four-Door Car","Midsize","MD","Suburban","Male","Bachelor","Medical Leave","Married"
"ZB72138",17859.222238,224,1075.2,1075.2,"Basic","Agent",25,58,0,3,"Personal Auto L1","SUV","Midsize","MD","Suburban","Male","Bachelor","Employed","Married"
"ZB81881",11572.98796,146,790.773146,790.773146,"Basic","Branch",32,35,0,4,"Personal Auto L2","Two-Door Car","Midsize","PA","Suburban","Male","Bachelor","Employed","Married"
"ZB82406",13300.913306,198,1425.6,1209.83339216009,"Extended","Branch",16,65,2,3,"Personal Auto L1","Four-Door Car","Small","MD","Suburban","Female","Bachelor","Unemployed","Single"
"ZB84321",39380.88358,140,672,672,"Basic","Web",11,39,0,2,"Personal Auto L3","Four-Door Car","Small","NJ","Suburban","Female","College","Employed","Divorced"
"ZB85648",60626.61954,170,658.846354,658.846354,"Extended","Web",10,38,0,2,"Personal Auto L3","Two-Door Car","Midsize","PA","Urban","Female","College","Employed","Single"
"ZB87718",17429.84427,236,1132.8,922.83400954539,"Basic","Agent",14,64,0,4,"Personal Auto L1","SUV","Midsize","DE","Suburban","Female","College","Unemployed","Divorced"
"ZB88708",5598.940636,138,272.345138,272.345138,"Basic","Call Center",5,6,0,1,"Personal Auto L3","Four-Door Car","Midsize","VA","Rural","Male","Master","Employed","Married"
"ZB91993",11853.458758,192,921.6,692.242013749599,"Extended","Agent",28,90,5,5,"Personal Auto L3","Four-Door Car","Midsize","DE","Suburban","Male","College","Retired","Married"
"ZC17276",15510.419438,220,1056,823.000859119856,"Premium","Branch",7,90,0,5,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","Master","Unemployed","Single"
"ZC17826",31104.79302,128,614.4,380.735841593108,"Basic","Call Center",2,99,0,2,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Unemployed","Single"
"ZC24631",27834.7543,178,189.628064,189.628064,"Extended","Call Center",31,10,0,2,"Corporate Auto L3","Four-Door Car","Midsize","MD","Rural","Male","College","Employed","Single"
"ZC32510",18678.683198,236,2531.140604,2531.140604,"Premium","Branch",26,6,3,3,"Personal Auto L1","Four-Door Car","Small","DE","Suburban","Male","High School or Below","Employed","Married"
"ZC32761",16866.45797,144,77.027918,38.513959,"Basic","Agent",27,64,0,2,"Personal Auto L3","Two-Door Car","Large","DE","Rural","Male","Bachelor","Employed","Divorced"
"ZC61874",19120.098454,244,1366.91102,1366.91102,"Extended","Branch",18,21,0,9,"Special Auto L1","SUV","Small","DE","Suburban","Female","Doctor","Disabled","Married"
"ZC62609",5523.383386,154,1108.8,1108.8,"Extended","Branch",35,38,0,1,"Personal Auto L1","Four-Door Car","Small","MD","Suburban","Female","High School or Below","Unemployed","Single"
"ZC69696",70880.28524,220,1056,1056,"Basic","Branch",31,20,0,2,"Personal Auto L3","SUV","Midsize","DE","Suburban","Female","College","Employed","Divorced"
"ZC75052",45317.07304,134,809.634498,809.634498,"Basic","Branch",19,50,0,2,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Retired","Married"
"ZC89812",10609.083388,148,1065.6,1065.6,"Basic","Branch",18,29,0,8,"Personal Auto L2","Four-Door Car","Midsize","DE","Suburban","Male","Bachelor","Unemployed","Divorced"
"ZC97171",15254.863064,192,170.310718,170.310718,"Extended","Call Center",1,44,0,3,"Personal Auto L3","Four-Door Car","Midsize","DE","Rural","Female","High School or Below","Employed","Single"
"ZC97968",5472.705326,146,700.8,700.8,"Basic","Agent",10,1,0,1,"Personal Auto L3","Two-Door Car","Midsize","PA","Suburban","Male","College","Disabled","Married"
"ZD13262",20851.97064,262,700.194104,700.194104,"Extended","Call Center",6,44,1,3,"Personal Auto L2","SUV","Small","MD","Urban","Female","High School or Below","Employed","Married"
"ZD29731",9313.330128,122,585.6,381.536777820538,"Basic","Call Center",8,99,2,3,"Personal Auto L2","Two-Door Car","Small","PA","Suburban","Male","College","Employed","Married"
"ZD40816",5567.166088,142,400.77346,179.165283971607,"Basic","Agent",29,62,0,1,"Personal Auto L3","Four-Door Car","Midsize","VA","Urban","Male","Bachelor","Employed","Married"
"ZD42550",15584.134112,130,480.373054,480.373054,"Basic","Call Center",21,21,0,2,"Corporate Auto L3","Four-Door Car","Midsize","VA","Urban","Female","Master","Employed","Divorced"
"ZD42919",8967.678088,226,933.63254,933.63254,"Basic","Call Center",25,59,0,1,"Personal Auto L1","SUV","Midsize","PA","Urban","Male","Master","Employed","Married"
"ZD44648",19312.425146,250,2449.1269,2449.1269,"Extended","Web",16,29,0,9,"Personal Auto L3","SUV","Midsize","DE","Suburban","Male","College","Employed","Single"
"ZD59913",4982.515208,130,658.413134,658.413134,"Basic","Agent",23,27,0,1,"Corporate Auto L3","Four-Door Car","Midsize","MD","Suburban","Female","High School or Below","Medical Leave","Divorced"
"ZD63451",5007.320814,126,70.90768,70.90768,"Basic","Agent",24,35,1,1,"Personal Auto L2","Four-Door Car","Midsize","PA","Rural","Male","Bachelor","Employed","Married"
"ZD65365",5789.167164,146,973.97511,973.97511,"Basic","Branch",6,12,0,1,"Personal Auto L3","Four-Door Car","Midsize","MD","Suburban","Female","College","Employed","Married"
"ZD71862",38506.06882,320,1531.182334,1531.182334,"Premium","Agent",32,45,0,2,"Personal Auto L3","SUV","Small","MD","Urban","Female","High School or Below","Employed","Married"
"ZD72991",9799.954006,244,1664.907582,1664.907582,"Extended","Agent",26,9,1,1,"Personal Auto L3","SUV","Midsize","PA","Suburban","Male","Doctor","Employed","Married"
"ZD75163",18590.8223,522,5519.588708,5519.588708,"Premium","Call Center",33,44,0,1,"Corporate Auto L3","Luxury Car","Midsize","VA","Suburban","Male","High School or Below","Unemployed","Single"
"ZE17448",6910.46134,176,484.508328,484.508328,"Extended","Agent",14,14,0,1,"Personal Auto L1","Four-Door Car","Midsize","MD","Urban","Male","College","Employed","Divorced"
"ZE40223",14659.778278,216,1036.8,823.562408838612,"Basic","Branch",26,94,0,4,"Personal Auto L1","Sports Car","Small","MD","Suburban","Male","College","Unemployed","Single"
"ZE42703",9726.941622,254,1219.2,1219.2,"Extended","Branch",34,34,1,1,"Corporate Auto L3","SUV","Midsize","VA","Suburban","Male","Bachelor","Employed","Divorced"
"ZE49470",9541.968292,238,776.627198,552.848539554516,"Basic","Agent",5,85,0,1,"Personal Auto L2","SUV","Large","PA","Urban","Female","Master","Employed","Single"
"ZE53116",11927.636612,148,818.179768,818.179768,"Basic","Call Center",28,41,0,8,"Personal Auto L2","Four-Door Car","Small","DE","Suburban","Male","High School or Below","Employed","Married"
"ZE59592",10940.363502,138,1492.214874,1261.14108623499,"Basic","Agent",12,79,0,3,"Personal Auto L1","Two-Door Car","Midsize","MD","Suburban","Male","College","Employed","Married"
"ZE59681",5597.359976,142,533.04964,533.04964,"Basic","Branch",29,21,0,1,"Corporate Auto L2","Two-Door Car","Midsize","VA","Urban","Male","College","Employed","Single"
"ZE60021",10249.59282,270,1889.013202,1889.013202,"Extended","Web",30,50,1,1,"Corporate Auto L2","Sports Car","Small","VA","Suburban","Female","High School or Below","Medical Leave","Married"
"ZE62067",17019.701774,148,1047.77769,824.959761363619,"Basic","Call Center",3,63,0,2,"Corporate Auto L3","Four-Door Car","Small","DE","Suburban","Male","Master","Disabled","Divorced"
"ZE71012",52399.05414,148,717.287042,717.287042,"Basic","Agent",13,57,0,2,"Corporate Auto L2","Two-Door Car","Midsize","VA","Suburban","Male","Bachelor","Employed","Married"
"ZE76673",21944.13556,274,1315.2,1315.2,"Extended","Agent",2,40,0,5,"Personal Auto L1","Sports Car","Midsize","MD","Suburban","Male","Doctor","Employed","Divorced"
"ZE79055",6151.189958,162,603.682146,603.682146,"Extended","Web",8,16,4,1,"Personal Auto L2","Four-Door Car","Small","PA","Urban","Male","Bachelor","Employed","Married"
"ZE82255",37361.98774,132,751.028546,751.028546,"Basic","Branch",0,44,0,2,"Corporate Auto L2","Four-Door Car","Large","PA","Suburban","Female","College","Employed","Married"
"ZE85014",4715.49403,124,595.2,595.2,"Basic","Call Center",17,34,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","College","Disabled","Married"
"ZF27999",9809.789462,278,1334.4,1334.4,"Extended","Agent",3,51,0,1,"Personal Auto L1","Sports Car","Midsize","VA","Suburban","Female","College","Retired","Divorced"
"ZF28570",7790.069532,204,1291.904742,1081.73533926562,"Premium","Agent",13,78,0,1,"Personal Auto L3","Four-Door Car","Midsize","VA","Suburban","Male","Bachelor","Employed","Single"
"ZF40143",16551.800208,212,1017.6,806.814368572313,"Premium","Agent",10,61,0,6,"Personal Auto L2","Four-Door Car","Midsize","VA","Suburban","Female","College","Employed","Single"
"ZF40671",24854.78742,214,667.773632,440.787243321732,"Premium","Call Center",24,99,0,2,"Personal Auto L2","Two-Door Car","Midsize","NJ","Urban","Female","Master","Medical Leave","Married"
"ZF48094",6679.707408,166,699.909772,699.909772,"Extended","Web",5,56,0,1,"Personal Auto L1","Four-Door Car","Midsize","MD","Urban","Female","High School or Below","Employed","Married"
"ZF54421",12738.52471,166,796.8,583.205492872861,"Extended","Branch",30,72,0,7,"Personal Auto L2","Two-Door Car","Small","PA","Suburban","Male","High School or Below","Employed","Single"
"ZF58696",26208.29822,260,2861.096154,2861.096154,"Extended","Agent",7,31,0,2,"Personal Auto L3","Sports Car","Midsize","PA","Suburban","Male","High School or Below","Unemployed","Single"
"ZF64287",26162.6154,220,250.035002,250.035002,"Basic","Agent",17,53,1,2,"Special Auto L2","Sports Car","Midsize","PA","Rural","Male","High School or Below","Employed","Divorced"
"ZF70768",8100.560114,202,358.860228,358.860228,"Premium","Branch",16,37,0,1,"Personal Auto L2","Two-Door Car","Large","PA","Rural","Male","High School or Below","Employed","Married"
"ZF73834",5164.81705,128,402.91001,180.122326806554,"Basic","Agent",2,68,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Urban","Female","Bachelor","Employed","Married"
"ZF77631",45517.82384,126,131.690224,65.845112,"Basic","Agent",27,74,0,2,"Personal Auto L2","Four-Door Car","Midsize","PA","Rural","Male","Master","Employed","Married"
"ZF81243",8752.727184,222,120.073366,60.036683,"Premium","Agent",18,63,0,1,"Personal Auto L1","Four-Door Car","Midsize","VA","Rural","Female","Bachelor","Employed","Divorced"
"ZF82387",20680.91132,178,787.274872,787.274872,"Extended","Branch",6,17,0,2,"Corporate Auto L3","Two-Door Car","Large","MD","Urban","Male","High School or Below","Employed","Divorced"
"ZF84449",7453.455992,224,1612.8,1612.8,"Basic","Agent",7,34,1,1,"Special Auto L1","Sports Car","Midsize","MD","Suburban","Female","College","Unemployed","Single"
"ZF84966",89712.22794,246,965.100088,965.100088,"Extended","Call Center",35,54,0,2,"Corporate Auto L1","SUV","Midsize","VA","Urban","Female","Doctor","Employed","Married"
"ZF95586",4952.092826,122,272.4342,272.4342,"Basic","Agent",7,45,0,1,"Personal Auto L3","Four-Door Car","Midsize","DE","Rural","Female","Master","Employed","Married"
"ZG10765",11356.100334,152,729.6,729.6,"Extended","Agent",8,44,0,3,"Personal Auto L2","Four-Door Car","Small","VA","Suburban","Female","Bachelor","Unemployed","Married"
"ZG12619",16515.333024,146,848.660332,848.660332,"Basic","Call Center",4,47,0,2,"Personal Auto L1","Four-Door Car","Midsize","NJ","Suburban","Female","Bachelor","Disabled","Married"
"ZG16710",5705.054338,148,837.068762,837.068762,"Basic","Agent",33,17,1,1,"Personal Auto L3","Four-Door Car","Midsize","NJ","Suburban","Male","High School or Below","Employed","Married"
"ZG17326",9977.159588,128,653.320102,653.320102,"Basic","Agent",14,18,0,8,"Personal Auto L2","Four-Door Car","Large","MD","Suburban","Male","Bachelor","Employed","Married"
"ZG18090",14300.222676,182,873.6,873.6,"Extended","Agent",24,52,0,3,"Corporate Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","Master","Employed","Married"
"ZG19911",5104.452394,128,240.954596,240.954596,"Basic","Web",26,33,0,1,"Personal Auto L2","Two-Door Car","Midsize","PA","Rural","Female","Bachelor","Employed","Married"
"ZG23976",17265.567152,214,1027.2,1027.2,"Premium","Web",9,45,0,3,"Personal Auto L2","Two-Door Car","Small","PA","Suburban","Female","Bachelor","Employed","Married"
"ZG47195",9862.516726,146,1051.2,1051.2,"Basic","Agent",24,47,0,3,"Personal Auto L3","Four-Door Car","Small","VA","Suburban","Male","College","Unemployed","Single"
"ZG48513",9413.353986,144,691.2,471.25834961238,"Basic","Agent",0,86,0,7,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Unemployed","Single"
"ZG54759",5674.014706,146,537.421816,326.496169641113,"Basic","Branch",4,89,1,1,"Corporate Auto L2","Four-Door Car","Midsize","PA","Urban","Female","College","Employed","Divorced"
"ZG56744",11056.425614,144,691.2,691.2,"Basic","Agent",16,31,0,9,"Personal Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Employed","Single"
"ZG59671",19545.47355,166,163.198664,81.599332,"Extended","Branch",20,76,0,2,"Personal Auto L2","Four-Door Car","Midsize","MD","Rural","Male","College","Employed","Divorced"
"ZG69918",16337.428692,146,413.726844,177.231084519022,"Basic","Call Center",4,65,1,2,"Special Auto L2","Four-Door Car","Midsize","MD","Urban","Male","College","Disabled","Married"
"ZG82127",25483.69508,212,838.731916,838.731916,"Basic","Branch",34,36,1,2,"Corporate Auto L3","SUV","Midsize","PA","Urban","Female","Bachelor","Employed","Married"
"ZG82132",8237.177108,206,988.8,765.172785218202,"Premium","Branch",14,79,0,1,"Personal Auto L2","Two-Door Car","Midsize","MD","Suburban","Female","Bachelor","Employed","Single"
"ZG84862",8435.715864,124,892.8,679.060658150877,"Basic","Branch",19,75,0,3,"Personal Auto L3","Two-Door Car","Small","VA","Suburban","Male","High School or Below","Unemployed","Single"
